level	headword	pos	en	vi	soat
B1	fancy	adj	Executed with skill.	điêu luyện, khéo léo	ok
B1	fancy	adj	Of a superior grade.	cao cấp, hảo hạng	ok
B1	fancy	adv	(nonstandard) In a fancy manner; fancily.	(không chuẩn) một cách cầu kỳ	ok
B1	fancy	noun	A whim.	ý thích nhất thời	ok
B1	fancy	noun	An image or representation of anything formed in the mind.	sự hình dung, hình ảnh trong tâm trí	ok
B1	fancy	noun	An opinion or notion formed without much reflection.	ý nghĩ thoáng qua	ok
B1	fancy	noun	The imagination.	trí tưởng tượng	ok
B1	fancy	verb	(British) Would like; have a desire for.	(Anh) thích, muốn	ok
B1	fancy	verb	(formal) To appreciate without jealousy or greed.	(trang trọng) trân trọng, quý mến	ok
B1	fancy	verb	To form a conception of; to portray in the mind.	hình dung, tưởng tượng	ok
B1	fancy	verb	To have a fancy for; to like; to be pleased with, particularly on account of external appearance or manners.	thích, ưa thích	ok
B1	farm	noun	(countable, often in combination) A location used for an industrial purpose, having many similar structures.	trại (trong từ ghép, vd: trại gió)	ok
B1	farm	noun	(countable) A place where agricultural and similar activities take place, especially the growing of crops or the raising of livestock.	trang trại, nông trại	ok
B1	farm	noun	(countable) A tract of land held on lease for the purpose of cultivation.	đất canh tác cho thuê	ok
B1	farm	noun	(historical) A fixed yearly sum accepted from a person as a composition for taxes or other moneys which he is empowered to collect; also, a fixed charge imposed on a town, county, etc., in respect of a tax or taxes to be collected within its limits.	(lịch sử) khoản thuế khoán	ok
B1	farm	verb	(intransitive) To work on a farm, especially in the growing and harvesting of crops.	làm nông, làm ruộng	ok
B1	farm	verb	(transitive) To devote (land) to farming.	canh tác, trồng trọt	ok
B1	farm	verb	(transitive) To grow (a particular crop).	trồng	ok
B1	farm	verb	(UK, dialectal) To cleanse; clean out; put in order; empty; empty out	(phương ngữ Anh) dọn sạch, làm trống	ok
B1	farm	verb	To give up to another, as an estate, a business, the revenue, etc., on condition of receiving in return a percentage of what it yields; to farm out.	giao khoán, cho thuê	ok
B1	football	noun	(countable) The ball used in any game called "football".	quả bóng đá	ok
B1	football	noun	(UK, Africa, Caribbean, South Asia, uncountable) Association football, also called soccer: a game in which two teams each contend to get a round ball into the other team's goal primarily by kicking the ball.	bóng đá	mất nhãn vùng miền "(UK, Africa, Caribbean, South Asia)" — gloss chỉ ghi "bóng đá" như nghĩa chung, không cho biết đây là cách dùng theo vùng (đối lập với nghĩa Mỹ ở dòng khác)
B1	football	noun	(US, uncountable) American football: a game played on a field 100 yards long and 53 1/3 yards wide in which two teams of 11 players attempt to get an ovoid ball to the end of each other's territory.	(Mỹ) bóng bầu dục Mỹ	ok
B1	football	noun	A sport played on foot in which teams attempt to get a ball into a goal or zone defended by the other team.	bóng đá	nghĩa này là định nghĩa khái quát cho mọi loại "football" (bóng bầu dục, bóng đá Úc, v.v.), không riêng bóng đá — dịch "bóng đá" trùng với nghĩa bóng đá (soccer) ở dòng khác gây nhầm là đồng nghĩa
B1	foreign	adj	Located outside a country or place, especially one's own.	ở nước ngoài, ngoại quốc	ok
B1	foreign	adj	Not characteristic of or naturally taken in by an organism or system.	lạ, dị	ok
B1	foreign	adj	Originating from, characteristic of, belonging to, or being a citizen of a country or place other than the one under discussion.	nước ngoài, ngoại quốc	ok
B1	foreign	adj	Relating to a different nation.	đối ngoại, thuộc về nước ngoài	ok
B1	foreign	noun	A foreign area, particularly:	nước ngoài	ok
B1	foreign	noun	A foreign person, particularly:	người nước ngoài, người ngoại quốc	ok
B1	foreign	noun	A foreign vehicle, particularly:	xe nước ngoài	ok
B1	foreign	noun	Short for various phrases, including foreign language, foreign parts, and foreign service.	ngoại ngữ	ok
B1	fortune	noun	A prediction or set of predictions about a person's future provided by a fortune teller.	lời tiên đoán, vận mệnh	ok
B1	fortune	noun	A small slip of paper with wise or vaguely prophetic words printed on it, baked into a fortune cookie.	giấy xăm (trong bánh quy may mắn)	ok
B1	fortune	noun	Destiny, especially favorable.	vận may, số phận	ok
B1	fortune	noun	The arrival of something in a sudden or unexpected manner; chance; accident.	sự may rủi, ngẫu nhiên	ok
B1	fortune	verb	To provide (someone) with a fortune.	ban cho của cải, ban cho vận may	ok
B1	fortune	verb	To tell the fortune of (someone); to presage.	bói, đoán vận mệnh	ok
B1	funeral	adj	(uncommon) Alternative spelling of funereal.	(hiếm) thuộc về tang lễ, ảm đạm	ok
B1	funeral	noun	A ceremony to honor and remember a deceased person, often distinguished from a memorial service by the presence of the body of the deceased.	đám tang, lễ tang	ok
B1	gate	noun	(now Scotland, Northern England) A way, path.	(Scotland, Bắc Anh) lối đi, con đường	ok
B1	gate	noun	(Scotland, Northern England) A street; now used especially as a combining form to make the name of a street e.g. "Briggate" (a common street name in the north of England meaning "Bridge Street") or Kirkgate meaning "Church Street".	(Scotland, Bắc Anh) phố, đường phố	ok
B1	gate	noun	A doorlike structure outside a house.	cổng	ok
B1	gate	noun	A doorway, opening, or passage in a fence or wall.	cổng	ok
B1	gate	noun	A movable barrier.	cổng, rào chắn	ok
B1	gate	noun	A passageway (as in an air terminal) where passengers can embark or disembark.	cổng (sân bay)	ok
B1	gate	verb	(transitive) To furnish with a gate.	lắp cổng	ok
B1	gate	verb	(transitive) To keep something inside by means of a closed gate.	nhốt lại bằng cổng	ok
B1	gate	verb	(transitive) To selectively regulate or restrict (access to something).	(kỹ thuật) hạn chế, kiểm soát quyền truy cập	ok
B1	gate	verb	(transitive) To turn (an image intensifier) on and off selectively, as needed or to avoid damage from excessive light exposure. See autogating.	(kỹ thuật) bật tắt có chọn lọc	ok
B1	genius	adj	(informal) Ingenious, brilliant, very clever, or original.	(khẩu ngữ) đỉnh, cực kỳ thông minh	ok
B1	genius	noun	(countable, Roman mythology, also figuratively) The tutelary deity or spirit of a place or person.	(thần thoại La Mã) vị thần hộ mệnh	ok
B1	genius	noun	(countable) Someone possessing extraordinary intelligence or skill; especially somebody who has demonstrated this by a creative or original work in science, music, art, etc.	thiên tài	ok
B1	genius	noun	(uncountable) Extraordinary mental capacity.	thiên tài	ok
B1	genius	noun	(uncountable) Inspiration, a mental leap, an extraordinary creative process.	cảm hứng sáng tạo, tài năng thiên bẩm	ok
B1	giant	adj	Very large.	khổng lồ	ok
B1	giant	noun	A mythical human or humanoid of very great size.	người khổng lồ	ok
B1	giant	noun	A tall species of a particular animal or plant.	giống khổng lồ	ok
B1	giant	noun	A very large organization.	tập đoàn lớn, gã khổng lồ	ok
B1	giant	noun	A very tall and large person.	người khổng lồ	ok
B1	golden	adj	Having a color or other richness suggestive of gold.	vàng óng, vàng kim	ok
B1	golden	adj	Made of, or relating to, gold.	bằng vàng	ok
B1	golden	adj	Marked by prosperity, creativity etc.	hoàng kim, thịnh vượng	ok
B1	golden	adj	Of a beverage, flavoured or colored with turmeric.	pha nghệ, màu nghệ	ok
B1	golden	noun	Ellipsis of golden retriever.	chó golden	ok
B1	golden	noun	Kyphosus vaigiensis, a fish found in southeast Asia.		
B1	golden	verb	(intransitive) To become gold or golden (in color).	trở nên vàng óng	ok
B1	golden	verb	(transitive) To make golden or like gold.	làm cho vàng óng	ok
B1	goodness	noun	(Christianity) The moral qualities which constitute Christian excellence; moral virtue.	(Cơ Đốc giáo) đức hạnh	ok
B1	goodness	noun	(countable) The good, nutritional, healthy part or content of something.	chất bổ, phần tinh túy	ok
B1	goodness	noun	(uncountable, euphemistic) God.	(uyển ngữ) Trời	ok
B1	goodness	noun	(uncountable) The state or characteristic of being good.	lòng tốt	ok
B1	goodness	phrase	Clipping of goodness me or various similar exclamations such as goodness gracious.	trời ơi, chao ôi	ok
B1	gosh	phrase	(minced oath, euphemistic) A mild expression of surprise or enthusiasm.	(uyển ngữ) trời ơi, chà	ok
B1	grandfather	noun	(by extension) A male forefather.	tổ tiên, ông tổ	ok
B1	grandfather	noun	(computing) The archived older version of a file that immediately preceded the father file.	(tin học) bản sao lưu cũ nhất	ok
B1	grandfather	noun	A father of someone's parent.	ông nội, ông ngoại	ok
B1	grandfather	verb	(transitive, chiefly US, law) To retain discontinued laws or rules for (an object, individual or organization previously affected by them).	(luật, Mỹ) miễn áp dụng quy định mới cho	ok
B1	grandfather	verb	(transitive) To be, or act as, a grandfather to.	làm ông (nội/ngoại) của	ok
B1	grant	noun	The act of granting or giving	sự cấp, sự ban cho	ok
B1	grant	noun	The deed or writing by which such a transfer is made.	văn bản chuyển nhượng, giấy chuyển nhượng	ok
B1	grant	noun	The thing or property granted; a gift; a boon.	tiền trợ cấp	sai/hẹp nghĩa: định nghĩa tiếng Anh là "vật hoặc tài sản được cấp; món quà" nói chung, không giới hạn ở tiền — "tiền trợ cấp" thu hẹp thành khoản tiền cụ thể
B1	grant	noun	The yielding or admission of something in dispute.	sự thừa nhận, sự nhượng bộ	ok
B1	grant	verb	(ditransitive) To give (bestow upon or confer, particularly in answer to prayer or request).	ban cho, cấp cho	ok
B1	grant	verb	(ditransitive) To give (permission or wish).	cho phép, chấp thuận	ok
B1	grant	verb	(intransitive) To assent; to consent.	đồng ý, ưng thuận	ok
B1	grant	verb	(transitive) To agree with (someone) on (something); to accept (something) for the sake of argument; to admit to (someone) that (something) is true.	thừa nhận, công nhận	ok
B1	grave	adj	Characterised by a dignified sense of seriousness; not cheerful.	nghiêm trang, trang nghiêm	ok
B1	grave	adj	Low in pitch, tone etc.	trầm	ok
B1	grave	adj	Serious, in a negative sense; important, formidable.	nghiêm trọng	ok
B1	grave	noun	(historical) A count, prefect, or person holding office.	(lịch sử) bá tước	ok
B1	grave	noun	(loosely) Any place of interment.	mộ, nơi chôn cất	ok
B1	grave	noun	(strictly) An excavation in the earth as a place of burial.	huyệt mộ	ok
B1	grave	noun	(uncountable, by extension) Death, destruction.	cái chết	ok
B1	grave	noun	(very loosely) Any place containing one or more corpses.	nghĩa địa, mộ phần	ok
B1	grave	noun	A grave accent, the diacritic mark `.	dấu huyền	ok
B1	hill	noun	(US) A heap of earth surrounding a plant.	(Mỹ) mô đất vun quanh gốc cây	ok
B1	hill	noun	(US) A single cluster or group of plants growing close together, and having the earth heaped up about them.	(Mỹ) khóm cây được vun đất	ok
B1	hill	noun	A sloping road.	con dốc, đường dốc	ok
B1	hill	noun	An elevated landmass smaller than a mountain.	đồi	ok
B1	hill	verb	To form into a heap or mound.	vun thành đống, đắp thành gò	ok
B1	hill	verb	To heap or draw earth around plants.	vun đất quanh gốc cây	ok
B1	horn	noun	(countable, zootomy) A hard growth of keratin that protrudes from the top of the head of certain animals, usually paired.	sừng	"thiếu nhãn — tiếng Anh có nhãn chuyên ngành ""(zootomy)"" (giải phẫu động vật) nhưng bản dịch ""sừng"" không mang nhãn nào, trong khi các dòng khác trong bảng đều giữ nhãn tương ứng (vd. ""(historical)"" -> ""(lịch sử)"")"
B1	horn	noun	(uncountable) The hard substance from which animals' horns are made, sometimes used by man as a material for making various objects.	chất sừng	ok
B1	horn	noun	An antler.	gạc, sừng hươu	ok
B1	horn	noun	Any similar real or imaginary growth or projection such as the elongated tusk of a narwhal, the eyestalk of a snail, the pointed growth on the nose of a rhinoceros, or the hornlike projection on the head of a demon or similar.	vật lồi giống sừng	ok
B1	horn	verb	(intransitive, Singapore, India) To sound the horn of a motor vehicle; to honk.	(Singapore, Ấn Độ) bấm còi	ok
